Ozone,Solar,Wind,Month,Day,Year,Temp,Weather_C,Weather_PS,Weather_S
0.6534186368172767,0.0531653544286214,-0.735270141288152,-1.4169044144982565,-1.6731983544526117,0.0,-1.1475901667847979,-0.670478399654806,-0.6507099380088055,1.2443420336765105
0.37526327358543676,-0.7797074601938143,-0.5531337174728483,-1.4169044144982565,-1.5616988436961745,0.0,-0.6127251332980779,1.491472358415793,-0.6507099380088055,-0.8036375634160796
-0.9598824699273952,-0.4211094427869323,0.8432455317778146,-1.4169044144982565,-1.4501993329397374,0.0,-0.39877911990338977,-0.670478399654806,1.5367830450846256,-0.8036375634160796
-0.6260960340491872,1.4759897460752824,0.5093287547830909,-1.4169044144982565,-1.3386998221833,0.0,-1.682455200271518,-0.670478399654806,-0.6507099380088055,1.2443420336765105
0.06929237403041277,0.0,1.3592987325878425,-1.4169044144982565,-1.2272003114268628,0.0,-2.324293240455582,-0.670478399654806,-0.6507099380088055,1.2443420336765105
-0.06978530758550722,0.0,1.541435156403146,-1.4169044144982565,-1.1157008006704257,0.0,-1.2545631734821419,1.491472358415793,-0.6507099380088055,-0.8036375634160796
-0.3479406708173472,1.3140422543431423,-0.3709972936575445,-1.4169044144982565,-1.0042012899139883,0.0,-1.3615361801794859,-0.670478399654806,1.5367830450846256,-0.8036375634160796
-0.5704649614028192,-0.9994933418302905,1.2075183794084225,-1.4169044144982565,-0.8927017791575511,0.0,-2.00337422036355,1.491472358415793,-0.6507099380088055,-0.8036375634160796
-1.1824067605128672,-1.9249075802996636,-0.0370805166628209,-1.4169044144982565,-0.7812022684011138,0.0,-1.789428206968862,-0.670478399654806,1.5367830450846256,-0.8036375634160796
0.06929237403041277,0.09943606635209006,-0.3709972936575445,-1.4169044144982565,-0.6697027576446767,0.0,-0.9336441533901099,-0.670478399654806,-0.6507099380088055,1.2443420336765105
-1.2380378331592352,0.0,-0.8870504944675719,-1.4169044144982565,-0.5582032468882394,0.0,-0.39877911990338977,1.491472358415793,-0.6507099380088055,-0.8036375634160796
-0.7373581793419232,0.8166321011658542,-0.0370805166628209,-1.4169044144982565,-0.4467037361318022,0.0,-0.9336441533901099,-0.670478399654806,1.5367830450846256,-0.8036375634160796
-1.0155135425737631,1.2099331525153378,-0.1888608698422408,-1.4169044144982565,-0.335204225375365,0.0,-1.2545631734821419,-0.670478399654806,-0.6507099380088055,1.2443420336765105
-0.8486203246346592,1.0248503048214632,0.32719233096778716,-1.4169044144982565,-0.22370471461892777,0.0,-1.0406171600874539,-0.670478399654806,-0.6507099380088055,1.2443420336765105
-0.6260960340491872,-1.392794393179774,1.0253819555931183,-1.4169044144982565,-0.11220520386249053,0.0,-2.110347227060894,1.491472358415793,-0.6507099380088055,-0.8036375634160796
-0.8486203246346592,1.718910983673493,0.5093287547830909,-1.4169044144982565,-0.0007056931060533049,0.0,-1.46850918687683,-0.670478399654806,-0.6507099380088055,1.2443420336765105
0.2640011282927008,1.4065836781900796,0.6611091079625108,-1.4169044144982565,0.11079381765038392,0.0,-1.2545631734821419,-0.670478399654806,-0.6507099380088055,1.2443420336765105
-1.2936689058056032,-1.2424145794285009,2.6038976286590847,-1.4169044144982565,0.22229332840682114,0.0,-2.217320233758238,1.491472358415793,-0.6507099380088055,-0.8036375634160796
0.04147683770722877,1.580098847903087,0.5093287547830909,-1.4169044144982565,0.33379283916325836,0.0,-1.0406171600874539,-0.670478399654806,1.5367830450846256,-0.8036375634160796
-1.0155135425737631,-1.6357156307779845,-0.0370805166628209,-1.4169044144982565,0.4452923499196956,0.0,-1.682455200271518,-0.670478399654806,-0.6507099380088055,1.2443420336765105
-1.571824269037443,-2.0521520380892024,-0.0370805166628209,-1.4169044144982565,0.5567918606761328,0.0,-2.00337422036355,-0.670478399654806,-0.6507099380088055,1.2443420336765105
-1.0155135425737631,1.5569634919413526,2.057488357213174,-1.4169044144982565,0.66829137143257,0.0,-0.5057521266007338,1.491472358415793,-0.6507099380088055,-0.8036375634160796
-1.404931051098339,-1.8555015124144605,-0.0370805166628209,-1.4169044144982565,0.7797908821890073,0.0,-1.789428206968862,-0.670478399654806,1.5367830450846256,-0.8036375634160796
0.15273898299996477,-1.0804670876963607,0.6611091079625108,-1.4169044144982565,0.8912903929454445,0.0,-1.789428206968862,1.491472358415793,-0.6507099380088055,-0.8036375634160796
0.06929237403041277,-1.3812267151989068,2.057488357213174,-1.4169044144982565,1.0027899037018817,0.0,-2.217320233758238,-0.670478399654806,1.5367830450846256,-0.8036375634160796
0.06929237403041277,0.9323088809745258,1.541435156403146,-1.4169044144982565,1.1142894144583189,0.0,-2.110347227060894,1.491472358415793,-0.6507099380088055,-0.8036375634160796
0.06929237403041277,0.0,-0.5531337174728483,-1.4169044144982565,1.2257889252147562,0.0,-2.217320233758238,-0.670478399654806,1.5367830450846256,-0.8036375634160796
-0.3479406708173472,-1.9943136481848664,0.6611091079625108,-1.4169044144982565,1.3372884359711934,0.0,-1.1475901667847979,-0.670478399654806,-0.6507099380088055,1.2443420336765105
0.8759429274027487,0.7703613892423855,1.541435156403146,-1.4169044144982565,1.4487879467276306,0.0,0.3500319269780183,-0.670478399654806,-0.6507099380088055,1.2443420336765105
